job_id,title,description,created,company,region,soc_code,salary_min,salary_max,category,skills_required,source
ADZ-1000339,Pharmacy Manager,"We are seeking a motivated Pharmacy Manager to join our growing team in Wales. The successful candidate will demonstrate proficiency in Medicines Management, Prescription Auditing, Clinical Pharmacy. We offer competitive salary and career progression.",2026-05-15,HCA Healthcare UK,Wales,2237,31948,35088,Healthcare,Medicines Management;Prescription Auditing;Clinical Pharmacy;Patient Counselling,scraped_mock
ADZ-1000340,Systems Analyst,"We are seeking a motivated Systems Analyst to join our growing team in London. The successful candidate will demonstrate proficiency in Requirements Gathering, System Architecture, UML. We offer competitive salary and career progression.",2026-05-28,Direct Line Tech,London,2135,55605,61699,Tech,Requirements Gathering;System Architecture;UML;Business Analysis;TOGAF;Agile,scraped_mock
ADZ-1000341,Senior Solar PV Installation Inspector,"We are seeking a motivated Senior Solar PV Installation Inspector to join our growing team in London. The successful candidate will demonstrate proficiency in Maintenance, Wiring, Instrumentation. We offer competitive salary and career progression.",2026-04-19,Vestas UK,London,3112,94064,103222,Green Energy,Maintenance;Wiring;Instrumentation;Safety Regulations;Electrical Testing,scraped_mock
ADZ-1000342,Cloud Engineer,"We are seeking a motivated Cloud Engineer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Spark, Linux, Terraform. We offer competitive salary and career progression.",2026-07-02,Revolut,East of England,2139,55822,60588,Tech,Spark;Linux;Terraform;Cyber Security;Data Pipelines,scraped_mock
ADZ-1000343,Healthcare Assistant,"We are seeking a motivated Healthcare Assistant to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Vital Signs, Personal Care, Compassionate Care. We offer competitive salary and career progression.",2026-06-27,Bupa UK,West Midlands,6141,44222,46585,Healthcare,Vital Signs;Personal Care;Compassionate Care;Infection Control,scraped_mock
ADZ-1000344,UX/UI Web Developer,"We are seeking a motivated UX/UI Web Developer to join our growing team in East of England. The successful candidate will demonstrate proficiency in CSS, Web Content, HTML. We offer competitive salary and career progression.",2026-07-06,Arup Digital,East of England,2137,65639,73292,Tech,CSS;Web Content;HTML;WordPress;Responsive Design,scraped_mock
ADZ-1000345,IT Operations Analyst,"We are seeking a motivated IT Operations Analyst to join our growing team in North West. The successful candidate will demonstrate proficiency in Networking, Office 365, Troubleshooting. We offer competitive salary and career progression.",2026-06-16,Revolut,North West,3131,55535,62140,Tech,Networking;Office 365;Troubleshooting;ITIL,scraped_mock
ADZ-1000346,Pharmacist,"We are seeking a motivated Pharmacist to join our growing team in South West. The successful candidate will demonstrate proficiency in Patient Counselling, Medicines Management, Clinical Pharmacy. We offer competitive salary and career progression.",2026-04-17,Spire Healthcare,South West,2237,32477,35732,Healthcare,Patient Counselling;Medicines Management;Clinical Pharmacy;Prescription Auditing,scraped_mock
ADZ-1000347,Solution Architect,"We are seeking a motivated Solution Architect to join our growing team in Wales. The successful candidate will demonstrate proficiency in System Architecture, Agile, Requirements Gathering. We offer competitive salary and career progression.",2026-07-02,CGI UK,Wales,2135,70266,78970,Tech,System Architecture;Agile;Requirements Gathering;Business Analysis;Jira;TOGAF,scraped_mock
ADZ-1000348,Chemical Engineer - Hydrogen Production,"We are seeking a motivated Chemical Engineer - Hydrogen Production to join our growing team in East of England. The successful candidate will demonstrate proficiency in Mass Balance, Hydrogen Safety, ASPEN. We offer competitive salary and career progression.",2026-04-22,ScottishPower Renewables,East of England,2125,56845,63914,Green Energy,Mass Balance;Hydrogen Safety;ASPEN;Fluid Dynamics,scraped_mock
ADZ-1000349,Lead Chemical Engineer - Hydrogen Production,"We are seeking a motivated Lead Chemical Engineer - Hydrogen Production to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Fluid Dynamics, ASPEN, Hydrogen Safety. We offer competitive salary and career progression.",2026-04-30,SSE Renewables,West Midlands,2125,70260,78592,Green Energy,Fluid Dynamics;ASPEN;Hydrogen Safety;Mass Balance,scraped_mock
ADZ-1000350,Senior Chemical Engineer - Hydrogen Production,"We are seeking a motivated Senior Chemical Engineer - Hydrogen Production to join our growing team in South West. The successful candidate will demonstrate proficiency in Chemical Process, Fluid Dynamics, Mass Balance. We offer competitive salary and career progression.",2026-05-06,ScottishPower Renewables,South West,2125,57141,64312,Green Energy,Chemical Process;Fluid Dynamics;Mass Balance,scraped_mock
ADZ-1000351,Junior Solar PV Installation Inspector,"We are seeking a motivated Junior Solar PV Installation Inspector to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Maintenance, Wiring, Electrical Testing. We offer competitive salary and career progression.",2026-05-28,Ecotricity,West Midlands,3112,36634,39806,Green Energy,Maintenance;Wiring;Electrical Testing;Safety Regulations,scraped_mock
ADZ-1000352,High Voltage Connections Engineer,"We are seeking a motivated High Voltage Connections Engineer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Power Systems, PLC Programming, Grid Connections. We offer competitive salary and career progression.",2026-04-16,Babcock International,Scotland,2123,55042,61796,Green Energy,Power Systems;PLC Programming;Grid Connections;HV Electrical;MATLAB,scraped_mock
ADZ-1000353,Senior Radiographer,"We are seeking a motivated Senior Radiographer to join our growing team in South West. The successful candidate will demonstrate proficiency in Pathology, MRI, Medical Imaging. We offer competitive salary and career progression.",2026-05-17,HCA Healthcare UK,South West,3211,76230,85485,Healthcare,Pathology;MRI;Medical Imaging;X-Ray;Laboratory Testing,scraped_mock
ADZ-1000354,Junior Web Designer,"We are seeking a motivated Junior Web Designer to join our growing team in Scotland. The successful candidate will demonstrate proficiency in WordPress, UI/UX, Responsive Design. We offer competitive salary and career progression.",2026-05-08,TechSpark UK,Scotland,2137,47971,53108,Tech,WordPress;UI/UX;Responsive Design;CSS,scraped_mock
ADZ-1000355,Senior Smart Grid Technician,"We are seeking a motivated Senior Smart Grid Technician to join our growing team in South East. The successful candidate will demonstrate proficiency in Wiring, Electrical Testing, Maintenance. We offer competitive salary and career progression.",2026-04-24,SSE Renewables,South East,3112,71012,80788,Green Energy,Wiring;Electrical Testing;Maintenance;Safety Regulations;Instrumentation,scraped_mock
ADZ-1000356,Principal Web Developer,"We are seeking a motivated Principal Web Developer to join our growing team in North West. The successful candidate will demonstrate proficiency in Figma, WordPress, Responsive Design. We offer competitive salary and career progression.",2026-07-05,Direct Line Tech,North West,2137,53535,60561,Tech,Figma;WordPress;Responsive Design,scraped_mock
ADZ-1000357,Clinical Pharmacist,"We are seeking a motivated Clinical Pharmacist to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Patient Counselling, Prescription Auditing, Medicines Management. We offer competitive salary and career progression.",2026-07-03,Bupa UK,Scotland,2237,45506,51400,Healthcare,Patient Counselling;Prescription Auditing;Medicines Management;Clinical Pharmacy,scraped_mock
ADZ-1000358,Junior Pharmacist,"We are seeking a motivated Junior Pharmacist to join our growing team in South West. The successful candidate will demonstrate proficiency in Patient Counselling, Medicines Management, Prescription Auditing. We offer competitive salary and career progression.",2026-07-03,NHS England,South West,2237,28340,30219,Healthcare,Patient Counselling;Medicines Management;Prescription Auditing;Clinical Pharmacy,scraped_mock
ADZ-1000359,Registered Nurse,"We are seeking a motivated Registered Nurse to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Patient Assessment, Medication Administration, Record Keeping. We offer competitive salary and career progression.",2026-05-27,HCA Healthcare UK,Scotland,2231,37430,41383,Healthcare,Patient Assessment;Medication Administration;Record Keeping,scraped_mock
ADZ-1000360,Smart Grid Technician,"We are seeking a motivated Smart Grid Technician to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Maintenance, Instrumentation, Electrical Testing. We offer competitive salary and career progression.",2026-06-15,SSE Renewables,West Midlands,3112,41831,46782,Green Energy,Maintenance;Instrumentation;Electrical Testing,scraped_mock
ADZ-1000361,Cardiac Physiologist,"We are seeking a motivated Cardiac Physiologist to join our growing team in East of England. The successful candidate will demonstrate proficiency in MRI, X-Ray, Pathology. We offer competitive salary and career progression.",2026-05-26,Spire Healthcare,East of England,3211,31477,35383,Healthcare,MRI;X-Ray;Pathology,scraped_mock
ADZ-1000362,IT Business Analyst,"We are seeking a motivated IT Business Analyst to join our growing team in East of England. The successful candidate will demonstrate proficiency in Jira, Agile, System Architecture. We offer competitive salary and career progression.",2026-07-01,Arup Digital,East of England,2135,75104,81630,Tech,Jira;Agile;System Architecture,scraped_mock
ADZ-1000363,Lead Medical Doctor,"We are seeking a motivated Lead Medical Doctor to join our growing team in North West. The successful candidate will demonstrate proficiency in Prescribing, Clinical Diagnostics, Medical Research. We offer competitive salary and career progression.",2026-05-08,Spire Healthcare,North West,2211,101952,112893,Healthcare,Prescribing;Clinical Diagnostics;Medical Research,scraped_mock
ADZ-1000364,Junior Cloud Engineer,"We are seeking a motivated Junior Cloud Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Kubernetes, Data Pipelines, AWS. We offer competitive salary and career progression.",2026-05-25,CGI UK,West Midlands,2139,38516,43524,Tech,Kubernetes;Data Pipelines;AWS;Linux;Terraform,scraped_mock
ADZ-1000365,Senior Full Stack Developer,"We are seeking a motivated Senior Full Stack Developer to join our growing team in South East. The successful candidate will demonstrate proficiency in Git, Node.js, Python. We offer competitive salary and career progression.",2026-07-01,Direct Line Tech,South East,2136,76540,81661,Tech,Git;Node.js;Python,scraped_mock
